item_id,location_id,item_name,meal_period,item_description,generated_tags,all_tags,loc_name,campus,location,hours,cuisine,loc_description,tags,document
370,16,Buffalo Chicken Pizza,"lunch, dinner","Buffa lChicken, mild wing sauce, mozzarella, ranch","dinner,comfort_food,gluten,high_protein","comfort_food, dinner, gluten, high_protein",Il Forno,West Campus,Broadhead Center,11 am - 9 pm (mon - sun),italian,"Specializes in authentic pastas, fresh salads and soup, and specialty pizzas made with our hand crafted dough, Neapolitan tomatoes, and top-quality mozzarella.","italian,pasta,pizza,salad,lunch,dinner","Buffalo Chicken Pizza. Available at Il Forno (italian cuisine) in Broadhead Center on West Campus campus. Hours: 11 am - 9 pm (mon - sun). Served during: lunch, dinner. Buffa lChicken, mild wing sauce, mozzarella, ranch. Item tags: comfort_food, dinner, gluten, high_protein. Venue tags: italian,pasta,pizza,salad,lunch,dinner. "
371,16,Harvest Pizza,"lunch, dinner","Bruschetta, tomatoes, mushrooms, red onions, sweet peppers, fresh basil, mozzarella, red sauce","vegetarian,dinner,comfort_food","comfort_food, dinner, vegetarian",Il Forno,West Campus,Broadhead Center,11 am - 9 pm (mon - sun),italian,"Specializes in authentic pastas, fresh salads and soup, and specialty pizzas made with our hand crafted dough, Neapolitan tomatoes, and top-quality mozzarella.","italian,pasta,pizza,salad,lunch,dinner","Harvest Pizza. Available at Il Forno (italian cuisine) in Broadhead Center on West Campus campus. Hours: 11 am - 9 pm (mon - sun). Served during: lunch, dinner. Bruschetta, tomatoes, mushrooms, red onions, sweet peppers, fresh basil, mozzarella, red sauce. Item tags: comfort_food, dinner, vegetarian. Venue tags: italian,pasta,pizza,salad,lunch,dinner. "
372,16,Kyles Pizza,"lunch, dinner","Chicken, bacon, bbq sauce, mozzarella, and ranch","dinner,comfort_food,gluten","comfort_food, dinner, gluten",Il Forno,West Campus,Broadhead Center,11 am - 9 pm (mon - sun),italian,"Specializes in authentic pastas, fresh salads and soup, and specialty pizzas made with our hand crafted dough, Neapolitan tomatoes, and top-quality mozzarella.","italian,pasta,pizza,salad,lunch,dinner","Kyles Pizza. Available at Il Forno (italian cuisine) in Broadhead Center on West Campus campus. Hours: 11 am - 9 pm (mon - sun). Served during: lunch, dinner. Chicken, bacon, bbq sauce, mozzarella, and ranch. Item tags: comfort_food, dinner, gluten. Venue tags: italian,pasta,pizza,salad,lunch,dinner. "
373,16,Margherita Pizza,"lunch, dinner","Mozzarella, basil, romano, red sauce","dinner,comfort_food,gluten,dairy","comfort_food, dairy, dinner, gluten",Il Forno,West Campus,Broadhead Center,11 am - 9 pm (mon - sun),italian,"Specializes in authentic pastas, fresh salads and soup, and specialty pizzas made with our hand crafted dough, Neapolitan tomatoes, and top-quality mozzarella.","italian,pasta,pizza,salad,lunch,dinner","Margherita Pizza. Available at Il Forno (italian cuisine) in Broadhead Center on West Campus campus. Hours: 11 am - 9 pm (mon - sun). Served during: lunch, dinner. Mozzarella, basil, romano, red sauce. Item tags: comfort_food, dairy, dinner, gluten. Venue tags: italian,pasta,pizza,salad,lunch,dinner. "
374,16,Pjs New Yorker Pizza,"lunch, dinner","Pepperoni, sausage, mushrooms, red onions, sweet peppers, mozzarella, and red sauce","dinner,comfort_food","comfort_food, dinner",Il Forno,West Campus,Broadhead Center,11 am - 9 pm (mon - sun),italian,"Specializes in authentic pastas, fresh salads and soup, and specialty pizzas made with our hand crafted dough, Neapolitan tomatoes, and top-quality mozzarella.","italian,pasta,pizza,salad,lunch,dinner","Pjs New Yorker Pizza. Available at Il Forno (italian cuisine) in Broadhead Center on West Campus campus. Hours: 11 am - 9 pm (mon - sun). Served during: lunch, dinner. Pepperoni, sausage, mushrooms, red onions, sweet peppers, mozzarella, and red sauce. Item tags: comfort_food, dinner. Venue tags: italian,pasta,pizza,salad,lunch,dinner. "
375,16,Rustic Pizza,"lunch, dinner","Pepperoni, sausage, caramelized onion, red peppers, fresh pasil, mozzarella, red sauce","dinner,comfort_food,gluten","comfort_food, dinner, gluten",Il Forno,West Campus,Broadhead Center,11 am - 9 pm (mon - sun),italian,"Specializes in authentic pastas, fresh salads and soup, and specialty pizzas made with our hand crafted dough, Neapolitan tomatoes, and top-quality mozzarella.","italian,pasta,pizza,salad,lunch,dinner","Rustic Pizza. Available at Il Forno (italian cuisine) in Broadhead Center on West Campus campus. Hours: 11 am - 9 pm (mon - sun). Served during: lunch, dinner. Pepperoni, sausage, caramelized onion, red peppers, fresh pasil, mozzarella, red sauce. Item tags: comfort_food, dinner, gluten. Venue tags: italian,pasta,pizza,salad,lunch,dinner. "
376,16,Vegan Pizza,"lunch, dinner","Neapolitan sauce, vegan cheese","vegan,dinner","dinner, vegan",Il Forno,West Campus,Broadhead Center,11 am - 9 pm (mon - sun),italian,"Specializes in authentic pastas, fresh salads and soup, and specialty pizzas made with our hand crafted dough, Neapolitan tomatoes, and top-quality mozzarella.","italian,pasta,pizza,salad,lunch,dinner","Vegan Pizza. Available at Il Forno (italian cuisine) in Broadhead Center on West Campus campus. Hours: 11 am - 9 pm (mon - sun). Served during: lunch, dinner. Neapolitan sauce, vegan cheese. Item tags: dinner, vegan. Venue tags: italian,pasta,pizza,salad,lunch,dinner. "
377,16,Heritage Honey Pizza,"lunch, dinner","Pepperoni, sausage, ricotta, mozzarella, hot honey, fresh basil, romano, red sauce","dinner,comfort_food,gluten","comfort_food, dinner, gluten",Il Forno,West Campus,Broadhead Center,11 am - 9 pm (mon - sun),italian,"Specializes in authentic pastas, fresh salads and soup, and specialty pizzas made with our hand crafted dough, Neapolitan tomatoes, and top-quality mozzarella.","italian,pasta,pizza,salad,lunch,dinner","Heritage Honey Pizza. Available at Il Forno (italian cuisine) in Broadhead Center on West Campus campus. Hours: 11 am - 9 pm (mon - sun). Served during: lunch, dinner. Pepperoni, sausage, ricotta, mozzarella, hot honey, fresh basil, romano, red sauce. Item tags: comfort_food, dinner, gluten. Venue tags: italian,pasta,pizza,salad,lunch,dinner. "
378,16,Blaise Pizza,"lunch, dinner","Sausage, bacon, mushrooms, caramelized onion, spinach, ricotta, hot honey, mozzarella","dinner,comfort_food,gluten","comfort_food, dinner, gluten",Il Forno,West Campus,Broadhead Center,11 am - 9 pm (mon - sun),italian,"Specializes in authentic pastas, fresh salads and soup, and specialty pizzas made with our hand crafted dough, Neapolitan tomatoes, and top-quality mozzarella.","italian,pasta,pizza,salad,lunch,dinner","Blaise Pizza. Available at Il Forno (italian cuisine) in Broadhead Center on West Campus campus. Hours: 11 am - 9 pm (mon - sun). Served during: lunch, dinner. Sausage, bacon, mushrooms, caramelized onion, spinach, ricotta, hot honey, mozzarella. Item tags: comfort_food, dinner, gluten. Venue tags: italian,pasta,pizza,salad,lunch,dinner. "
379,16,Bruschetta Pizza,"lunch, dinner","fior di latte mozzarella, bruschetta, tomatoes, arugula, romano, balsamic glaze, basil, pesto base","dairy,comfort_food,dinner","comfort_food, dairy, dinner",Il Forno,West Campus,Broadhead Center,11 am - 9 pm (mon - sun),italian,"Specializes in authentic pastas, fresh salads and soup, and specialty pizzas made with our hand crafted dough, Neapolitan tomatoes, and top-quality mozzarella.","italian,pasta,pizza,salad,lunch,dinner","Bruschetta Pizza. Available at Il Forno (italian cuisine) in Broadhead Center on West Campus campus. Hours: 11 am - 9 pm (mon - sun). Served during: lunch, dinner. fior di latte mozzarella, bruschetta, tomatoes, arugula, romano, balsamic glaze, basil, pesto base. Item tags: comfort_food, dairy, dinner. Venue tags: italian,pasta,pizza,salad,lunch,dinner. "
380,16,Quattro Pizza,"lunch, dinner","sausage, meatballs, pepperoni, bacon, red sauce","dinner,comfort_food","comfort_food, dinner",Il Forno,West Campus,Broadhead Center,11 am - 9 pm (mon - sun),italian,"Specializes in authentic pastas, fresh salads and soup, and specialty pizzas made with our hand crafted dough, Neapolitan tomatoes, and top-quality mozzarella.","italian,pasta,pizza,salad,lunch,dinner","Quattro Pizza. Available at Il Forno (italian cuisine) in Broadhead Center on West Campus campus. Hours: 11 am - 9 pm (mon - sun). Served during: lunch, dinner. sausage, meatballs, pepperoni, bacon, red sauce. Item tags: comfort_food, dinner. Venue tags: italian,pasta,pizza,salad,lunch,dinner. "
381,16,Blackened Shrimp Scampi,"lunch, dinner","blackened shrimp, lemon garlic olive oil, spaghetti, roasted red peppers, fresh basil, romano","dinner,comfort_food,gluten","comfort_food, dinner, gluten",Il Forno,West Campus,Broadhead Center,11 am - 9 pm (mon - sun),italian,"Specializes in authentic pastas, fresh salads and soup, and specialty pizzas made with our hand crafted dough, Neapolitan tomatoes, and top-quality mozzarella.","italian,pasta,pizza,salad,lunch,dinner","Blackened Shrimp Scampi. Available at Il Forno (italian cuisine) in Broadhead Center on West Campus campus. Hours: 11 am - 9 pm (mon - sun). Served during: lunch, dinner. blackened shrimp, lemon garlic olive oil, spaghetti, roasted red peppers, fresh basil, romano. Item tags: comfort_food, dinner, gluten. Venue tags: italian,pasta,pizza,salad,lunch,dinner. "
382,16,Veggie Pasta,"lunch, dinner","Choice of sauce (alfredo, arrabiata, parma rosa, pesto basil pomodoro) and Veggies (baby spinach, mushrooms, roasted red peppers, roasted tomatoes, sauteed onions, sweet peppers)","vegetarian,healthy,dinner","dinner, healthy, vegetarian",Il Forno,West Campus,Broadhead Center,11 am - 9 pm (mon - sun),italian,"Specializes in authentic pastas, fresh salads and soup, and specialty pizzas made with our hand crafted dough, Neapolitan tomatoes, and top-quality mozzarella.","italian,pasta,pizza,salad,lunch,dinner","Veggie Pasta. Available at Il Forno (italian cuisine) in Broadhead Center on West Campus campus. Hours: 11 am - 9 pm (mon - sun). Served during: lunch, dinner. Choice of sauce (alfredo, arrabiata, parma rosa, pesto basil pomodoro) and Veggies (baby spinach, mushrooms, roasted red peppers, roasted tomatoes, sauteed onions, sweet peppers). Item tags: dinner, healthy, vegetarian. Venue tags: italian,pasta,pizza,salad,lunch,dinner. "
383,16,Pasta and Sauce Only,"lunch, dinner","Choice of sauce (alfredo, arrabiata, parma rosa, pesto basil pomodoro)","dinner,vegetarian,comfort_food","comfort_food, dinner, vegetarian",Il Forno,West Campus,Broadhead Center,11 am - 9 pm (mon - sun),italian,"Specializes in authentic pastas, fresh salads and soup, and specialty pizzas made with our hand crafted dough, Neapolitan tomatoes, and top-quality mozzarella.","italian,pasta,pizza,salad,lunch,dinner","Pasta and Sauce Only. Available at Il Forno (italian cuisine) in Broadhead Center on West Campus campus. Hours: 11 am - 9 pm (mon - sun). Served during: lunch, dinner. Choice of sauce (alfredo, arrabiata, parma rosa, pesto basil pomodoro). Item tags: comfort_food, dinner, vegetarian. Venue tags: italian,pasta,pizza,salad,lunch,dinner. "
384,16,Custom Pasta,"lunch, dinner",Custom Pasta,"dinner,lunch","dinner, lunch",Il Forno,West Campus,Broadhead Center,11 am - 9 pm (mon - sun),italian,"Specializes in authentic pastas, fresh salads and soup, and specialty pizzas made with our hand crafted dough, Neapolitan tomatoes, and top-quality mozzarella.","italian,pasta,pizza,salad,lunch,dinner","Custom Pasta. Available at Il Forno (italian cuisine) in Broadhead Center on West Campus campus. Hours: 11 am - 9 pm (mon - sun). Served during: lunch, dinner. Custom Pasta. Item tags: dinner, lunch. Venue tags: italian,pasta,pizza,salad,lunch,dinner. "
385,16,Chicken Alfredo pasta,"lunch, dinner","Grilled chicken, parmesan alfredo sauce, fettucinni, spinach, mushrooms, romano","dinner,comfort_food,gluten,high_protein","comfort_food, dinner, gluten, high_protein",Il Forno,West Campus,Broadhead Center,11 am - 9 pm (mon - sun),italian,"Specializes in authentic pastas, fresh salads and soup, and specialty pizzas made with our hand crafted dough, Neapolitan tomatoes, and top-quality mozzarella.","italian,pasta,pizza,salad,lunch,dinner","Chicken Alfredo pasta. Available at Il Forno (italian cuisine) in Broadhead Center on West Campus campus. Hours: 11 am - 9 pm (mon - sun). Served during: lunch, dinner. Grilled chicken, parmesan alfredo sauce, fettucinni, spinach, mushrooms, romano. Item tags: comfort_food, dinner, gluten, high_protein. Venue tags: italian,pasta,pizza,salad,lunch,dinner. "
386,16,Garden Pesto pasta,"lunch, dinner","pesto, fettucine, spinach, tomatoes, mushrooms, red peppers, basil, romano","vegetarian,dinner,healthy","dinner, healthy, vegetarian",Il Forno,West Campus,Broadhead Center,11 am - 9 pm (mon - sun),italian,"Specializes in authentic pastas, fresh salads and soup, and specialty pizzas made with our hand crafted dough, Neapolitan tomatoes, and top-quality mozzarella.","italian,pasta,pizza,salad,lunch,dinner","Garden Pesto pasta. Available at Il Forno (italian cuisine) in Broadhead Center on West Campus campus. Hours: 11 am - 9 pm (mon - sun). Served during: lunch, dinner. pesto, fettucine, spinach, tomatoes, mushrooms, red peppers, basil, romano. Item tags: dinner, healthy, vegetarian. Venue tags: italian,pasta,pizza,salad,lunch,dinner. "
387,16,Salmon Alfredo Pasta,"lunch, dinner","Baked salmon, parmesan alfredo, fettucini, spinach, lemon, romano","dinner,comfort_food,dairy","comfort_food, dairy, dinner",Il Forno,West Campus,Broadhead Center,11 am - 9 pm (mon - sun),italian,"Specializes in authentic pastas, fresh salads and soup, and specialty pizzas made with our hand crafted dough, Neapolitan tomatoes, and top-quality mozzarella.","italian,pasta,pizza,salad,lunch,dinner","Salmon Alfredo Pasta. Available at Il Forno (italian cuisine) in Broadhead Center on West Campus campus. Hours: 11 am - 9 pm (mon - sun). Served during: lunch, dinner. Baked salmon, parmesan alfredo, fettucini, spinach, lemon, romano. Item tags: comfort_food, dairy, dinner. Venue tags: italian,pasta,pizza,salad,lunch,dinner. "
388,16,Meatballs & Spaghetti,"lunch, dinner","Meatball, pomodoro sauce, spaghetti, romano","dinner,comfort_food","comfort_food, dinner",Il Forno,West Campus,Broadhead Center,11 am - 9 pm (mon - sun),italian,"Specializes in authentic pastas, fresh salads and soup, and specialty pizzas made with our hand crafted dough, Neapolitan tomatoes, and top-quality mozzarella.","italian,pasta,pizza,salad,lunch,dinner","Meatballs & Spaghetti. Available at Il Forno (italian cuisine) in Broadhead Center on West Campus campus. Hours: 11 am - 9 pm (mon - sun). Served during: lunch, dinner. Meatball, pomodoro sauce, spaghetti, romano. Item tags: comfort_food, dinner. Venue tags: italian,pasta,pizza,salad,lunch,dinner. "
389,16,Braised Beef Pasta,"lunch, dinner","Braised beef, casarecce, alfredo sauce, tomtoes, romano","dinner,comfort_food,gluten","comfort_food, dinner, gluten",Il Forno,West Campus,Broadhead Center,11 am - 9 pm (mon - sun),italian,"Specializes in authentic pastas, fresh salads and soup, and specialty pizzas made with our hand crafted dough, Neapolitan tomatoes, and top-quality mozzarella.","italian,pasta,pizza,salad,lunch,dinner","Braised Beef Pasta. Available at Il Forno (italian cuisine) in Broadhead Center on West Campus campus. Hours: 11 am - 9 pm (mon - sun). Served during: lunch, dinner. Braised beef, casarecce, alfredo sauce, tomtoes, romano. Item tags: comfort_food, dinner, gluten. Venue tags: italian,pasta,pizza,salad,lunch,dinner. "
